"","SYMBOL","SERIES","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","ISIN","X"
"1","20MICRONS","EQ",193,197,189.68,190.64,190.14,192.88,100472,192.92,"13-Jan-2026",3848,"",""
"2","21STCENMGM","EQ",45.75,46.61,44.84,45.2,45.25,45.75,1214,0.55,"13-Jan-2026",37,"",""
"3","360ONE","EQ",1132,1153.6,1120.5,1136.8,1139.2,1130.5,732421,8335.83,"13-Jan-2026",24551,"",""
"4","3IINFOLTD","EQ",15.15,16.65,14.61,15.14,15.29,14.99,493186,75.66,"13-Jan-2026",1672,"",""
"5","3MINDIA","EQ",34830,35215,34155,34995,34840,34830,5361,1860.96,"13-Jan-2026",4109,"",""
"6","3PLAND","EQ",35.6,39.89,35.5,37.51,37.32,37,6852,2.58,"13-Jan-2026",92,"",""
"7","563GS2026","GS",101.15,101.15,101.12,101.12,101.12,101.1,430,0.43,"13-Jan-2026",2,"",""
"8","579GS2030","GS",99.3,99.3,99.3,99.3,99.3,98.2,1817,1.8,"13-Jan-2026",1,"",""
"9","5PAISA","EQ",369,371.2,355,356.65,355.1,369.1,139496,503.8,"13-Jan-2026",7298,"",""
"10","601GS2030","GS",101.55,101.55,101.55,101.55,101.55,100.45,3,0,"13-Jan-2026",3,"",""
"11","610GS2031","GS",96.6,96.6,96.6,96.6,96.6,96.6,1,0,"13-Jan-2026",1,"",""
"12","622GS2035","GS",98.4,98.4,96.39,97.02,97.5,96.24,200,0.19,"13-Jan-2026",3,"",""
"13","628GS2032","GS",97.55,97.55,97.55,97.55,97.55,99.86,100,0.1,"13-Jan-2026",1,"",""
"14","633GS2035","GS",99.3,99.5,99.3,99.31,99.5,98,2200,2.19,"13-Jan-2026",2,"",""
"15","63MOONS","EQ",644.8,702,644.8,694.75,691,641.4,350810,2363.36,"13-Jan-2026",12816,"",""
"16","648GS2035","GS",100.8,101.1,99.79,99.98,99.98,99.75,4449,4.48,"13-Jan-2026",11,"",""
"17","654GS2032","GS",102.25,102.79,102.25,102.77,102.79,102.85,500051,513.91,"13-Jan-2026",8,"",""
"18","667GS2035","GS",100.15,109.2,100.1,100.1,100.1,104,1031,1.03,"13-Jan-2026",5,"",""
"19","667GS2050","GS",92.7,92.7,92.6,92.7,92.7,92.7,33968,31.48,"13-Jan-2026",11,"",""
"20","668GS2040","GS",98.4,98.4,96.4,96.75,96.75,99.75,29831,28.87,"13-Jan-2026",40,"",""
"21","675GS2029","GS",102.4,102.4,102.4,102.4,102.4,100.85,5833,5.97,"13-Jan-2026",1,"",""
"22","676GS2061","GS",94,94.8,94,94.4,94.35,94.95,7561,7.12,"13-Jan-2026",12,"",""
"23","679GS2034A","GS",96.04,96.04,96.04,96.04,96.04,98,100,0.1,"13-Jan-2026",1,"",""
"24","68GS2060","GS",95.25,95.25,93,93.17,93,95.25,65,0.06,"13-Jan-2026",4,"",""
"25","690GS2065","GS",95,95.59,95,95.1,95.1,95.37,3970,3.79,"13-Jan-2026",16,"",""
"26","695GS2061","GS",94.35,94.4,94.21,94.3,94.4,94.21,1151,1.09,"13-Jan-2026",4,"",""
"27","699GS2051","GS",96.9,96.9,95.61,96.69,96.69,96.2,10051,9.66,"13-Jan-2026",11,"",""
"28","702GS2027","GS",101.8,101.8,101.8,101.8,101.8,101.8,200,0.2,"13-Jan-2026",1,"",""
"29","704GS2029","GS",102.42,102.42,102.4,102.4,102.4,102.4,300,0.31,"13-Jan-2026",3,"",""
"30","709GS2054","GS",100.1,100.1,100.1,100.1,100.1,100.5,36555,36.59,"13-Jan-2026",15,"",""
"31","709GS2074","GS",96.7,96.93,96.7,96.92,96.92,96.93,22276,21.57,"13-Jan-2026",24,"",""
"32","710GS2029","GS",104.25,104.25,104.07,104.07,104.07,104.2,1955,2.04,"13-Jan-2026",3,"",""
"33","718GS2033","GS",106,106,106,106,106,106.1,610,0.65,"13-Jan-2026",2,"",""
"34","718GS2037","GS",105.9,105.9,105.56,105.56,105.56,105.99,14650,15.48,"13-Jan-2026",3,"",""
"35","723GS2039","GS",102.65,102.65,102.65,102.65,102.65,102.5,100,0.1,"13-Jan-2026",1,"",""
"36","724GS2055","GS",102,102,101.76,101.85,101.85,101.8,3202,3.26,"13-Jan-2026",5,"",""
"37","725GS2063","GS",99.11,99.11,98.59,98.6,98.59,98.89,46334,45.7,"13-Jan-2026",56,"",""
"38","726GS2032","GS",105.9,105.9,105.9,105.9,105.9,105.45,1,0,"13-Jan-2026",1,"",""
"39","732GS2030","GS",105.8,105.8,105,105.8,105.8,104.5,3350,3.53,"13-Jan-2026",4,"",""
"40","733GS2026","GS",101.9,102.75,101.9,102.75,102.75,102.55,6467,6.64,"13-Jan-2026",8,"",""
"41","734GS2064","GS",100.9,101.12,100.6,100.84,100.84,100.7,629791,634.27,"13-Jan-2026",72,"",""
"42","737GR2054","GS",102.84,102.84,102.84,102.84,102.84,102.84,1,0,"13-Jan-2026",1,"",""
"43","737GS2028","GS",104.56,104.56,104.56,104.56,104.56,104.55,1399,1.46,"13-Jan-2026",1,"",""
"44","738GS2027","GS",102.78,102.95,102.55,102.71,102.75,102.78,165901,170.33,"13-Jan-2026",30,"",""
"45","73GS2053","GS",100.2,100.2,100,100,100,100.19,18475,18.48,"13-Jan-2026",13,"",""
"46","741GS2036","GS",104.8,105.2,104,104.11,104.1,104.54,12124,12.73,"13-Jan-2026",11,"",""
"47","746GS2073","GS",101.2,101.2,101.2,101.2,101.2,101.65,450,0.46,"13-Jan-2026",2,"",""
"48","74GS2062","GS",102.34,102.34,101.95,101.99,101.99,102.18,3063,3.12,"13-Jan-2026",10,"",""
"49","754GS2036","GS",106.52,106.52,106.15,106.3,106.26,106.52,564939,600.4,"13-Jan-2026",172,"",""
"50","763GS2059","GS",107.95,107.95,107.95,107.95,107.95,106.95,1,0,"13-Jan-2026",1,"",""
"51","824GS2027","GS",107.7,107.7,106.46,106.46,106.46,104.73,330,0.35,"13-Jan-2026",2,"",""
"52","828GS2027","GS",138.8,138.8,138.8,138.8,138.8,132.2,1,0,"13-Jan-2026",1,"",""
"53","83GS2042","GS",115,115,115,115,115,113.24,1,0,"13-Jan-2026",1,"",""
"54","883GS2041","GS",115.5,115.5,115.5,115.5,115.5,115.5,25,0.03,"13-Jan-2026",1,"",""
"55","897GS2030","GS",113,113,113,113,113,113,2000,2.26,"13-Jan-2026",1,"",""
"56","92GS2030","GS",114.73,114.73,114,114.68,114.68,114.37,667,0.76,"13-Jan-2026",5,"",""
"57","A2ZINFRA","EQ",14.46,14.9,14.1,14.26,14.11,14.56,180299,26.08,"13-Jan-2026",614,"",""
"58","AAATECH","EQ",105.8,114.41,101.5,112.79,112.4,104.01,284404,317.58,"13-Jan-2026",3473,"",""
"59","AADHARHFC","EQ",480,485,476.35,483.35,484.85,478.3,84277,406.18,"13-Jan-2026",6583,"",""
"60","AAKAAR","SM",60,60,60,60,60,60,3200,1.92,"13-Jan-2026",2,"",""
"61","AAKASH","EQ",8.35,8.6,8.35,8.45,8.45,8.32,83408,7.03,"13-Jan-2026",317,"",""
"62","AARADHYA","SM",127,127,127,127,127,128,1200,1.52,"13-Jan-2026",1,"",""
"63","AAREYDRUGS","EQ",66.5,66.5,63.27,64.86,63.52,65.91,186516,120.98,"13-Jan-2026",1104,"",""
"64","AARON","EQ",163.65,179.26,161.86,167.88,166.2,160.23,25761,43.81,"13-Jan-2026",1251,"",""
"65","AARTECH","EQ",51.94,51.94,49.51,50.29,50.49,50.43,30913,15.6,"13-Jan-2026",846,"",""
"66","AARTIDRUGS","EQ",381.65,396.05,381.65,393.65,395,386.65,112571,441.03,"13-Jan-2026",5329,"",""
