"","SYMBOL","SERIES","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","ISIN","X"
"1","1018GS2026","GS",102.38,102.38,101.6,102.25,102.25,102,1538,1.57,"25-Mar-2026",6,"",""
"2","20MICRONS","EQ",148.81,154.59,148.15,151.67,152,147.19,85533,130.27,"25-Mar-2026",2221,"",""
"3","21STCENMGM","EQ",30.65,31.31,30.09,30.09,30.09,30.7,14362,4.37,"25-Mar-2026",97,"",""
"4","360ONE","EQ",999.8,1018.8,992.1,1002.1,1001,989.3,871077,8792.17,"25-Mar-2026",52981,"",""
"5","3IINFOLTD","EQ",13.53,13.86,13,13.61,13.54,13.64,1975303,269.31,"25-Mar-2026",1748,"",""
"6","3MINDIA","EQ",31565,32220,31545,31790,31900,31560,2491,795.16,"25-Mar-2026",1676,"",""
"7","3PLAND","EQ",31.02,32.75,30.03,31.14,31.23,30.92,1937,0.6,"25-Mar-2026",136,"",""
"8","563GS2026","GS",101.61,101.61,101.61,101.61,101.61,102.35,400,0.41,"25-Mar-2026",2,"",""
"9","574GS2026","GS",98.87,101.37,98.87,101.37,101.37,101.41,2,0,"25-Mar-2026",2,"",""
"10","5PAISA","EQ",275.1,281.95,273.3,274.9,275,273.8,104367,288.34,"25-Mar-2026",2033,"",""
"11","610GS2031","GS",99.5,99.5,99.5,99.5,99.5,99.5,500,0.5,"25-Mar-2026",1,"",""
"12","613GS2028","GS",101.5,101.5,101.5,101.5,101.5,101.55,5,0.01,"25-Mar-2026",1,"",""
"13","622GS2035","GS",94.99,94.99,94.99,94.99,94.99,96.85,400,0.38,"25-Mar-2026",3,"",""
"14","633GS2035","GS",100,100,98.5,98.5,98.5,100,2126,2.12,"25-Mar-2026",3,"",""
"15","63MOONS","EQ",503.05,518,499.7,505.15,504,498,278588,1424.14,"25-Mar-2026",9800,"",""
"16","648GS2035","GS",99.5,100,99.5,99.5,99.5,100,1282,1.28,"25-Mar-2026",5,"",""
"17","664GS2027","GS",101,101,101,101,101,101.01,8226,8.31,"25-Mar-2026",11,"",""
"18","664GS2035","GS",100,100,100,100,100,101.15,991,0.99,"25-Mar-2026",1,"",""
"19","667GS2050","GS",92.8,92.8,92.8,92.8,92.8,92.74,900,0.84,"25-Mar-2026",3,"",""
"20","668GS2033","GS",99.95,99.95,99.95,99.95,99.95,100,146,0.15,"25-Mar-2026",1,"",""
"21","668GS2040","GS",97.2,97.2,97.2,97.2,97.2,97.25,17001,16.52,"25-Mar-2026",4,"",""
"22","676GS2061","GS",91.1,92.5,90.29,90.63,90.36,91,129430,118.14,"25-Mar-2026",46,"",""
"23","68GS2060","GS",91.11,91.31,91.11,91.31,91.31,95.9,5000,4.56,"25-Mar-2026",3,"",""
"24","690GS2065","GS",94.9,94.9,94.06,94.26,94.28,94.41,37992,35.81,"25-Mar-2026",22,"",""
"25","695GS2061","GS",95.4,95.4,93,93,93,94,2094,1.95,"25-Mar-2026",11,"",""
