"","SYMBOL","SERIES","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","ISIN","X"
"1","20MICRONS","EQ",166.6,170.18,164.56,168.88,167.5,170.18,99513,166.47,"04-Mar-2026",3013,"",""
"2","21STCENMGM","EQ",35,35,34.91,34.91,34.91,35.62,747,0.26,"04-Mar-2026",31,"",""
"3","360ONE","EQ",1056.3,1071.2,1039.3,1066.4,1061.1,1074.7,1197644,12639.97,"04-Mar-2026",50326,"",""
"4","3IINFOLTD","EQ",13.55,13.55,13.31,13.36,13.35,13.55,498873,66.76,"04-Mar-2026",1602,"",""
"5","3MINDIA","EQ",35525,35525,34155,34280,34300,35675,5374,1856.2,"04-Mar-2026",3048,"",""
"6","3PLAND","EQ",31,31.37,29,31.07,31.17,31.4,5800,1.76,"04-Mar-2026",152,"",""
"7","574GS2026","GS",101.16,101.16,101.16,101.16,101.16,100.89,55,0.06,"04-Mar-2026",1,"",""
"8","591GS2028","GS",100.25,101.5,100.06,100.06,100.06,99.27,11406,11.43,"04-Mar-2026",8,"",""
"9","5PAISA","EQ",301.05,308.75,300.5,303.8,302.2,306.95,25675,77.76,"04-Mar-2026",1350,"",""
"10","601GS2030","GS",98.36,100,98.36,98.51,98.51,98.99,1160,1.14,"04-Mar-2026",4,"",""
"11","619GS2034","GS",99.65,99.65,98.06,98.06,98.06,99.3,1003,0.98,"04-Mar-2026",4,"",""
"12","622GS2035","GS",98,98,97.76,97.76,97.76,98,3600,3.53,"04-Mar-2026",4,"",""
"13","633GS2035","GS",98.31,100,98.31,100,100,99,3998,3.98,"04-Mar-2026",5,"",""
"14","636GS2031","GS",98.74,100.1,98.74,100.1,100.1,96,799,0.79,"04-Mar-2026",5,"",""
"15","63MOONS","EQ",595,595,559.5,564.5,561.85,597.5,164166,946.39,"04-Mar-2026",5648,"",""
"16","648GS2035","GS",100.25,100.5,100.25,100.25,100.25,100.5,618,0.62,"04-Mar-2026",6,"",""
"17","654GS2032","GS",100.21,100.21,100.16,100.16,100.16,100.2,56000,56.11,"04-Mar-2026",8,"",""
"18","664GS2027","GS",102.16,102.16,102.16,102.16,102.16,101.16,100,0.1,"04-Mar-2026",1,"",""
"19","667GS2050","GS",93.5,93.99,93,93.9,93.9,93.56,325,0.3,"04-Mar-2026",6,"",""
"20","668GS2033","GS",100,100,99.76,99.76,99.76,100,9997,9.99,"04-Mar-2026",5,"",""
"21","668GS2040","GS",97.25,99.8,97.25,99.14,99.8,97.25,2305,2.24,"04-Mar-2026",5,"",""
"22","676GS2061","GS",93.45,93.45,93.15,93.15,93.15,92.5,1067,1,"04-Mar-2026",8,"",""
"23","679GS2034","GS",101.8,101.8,101.8,101.8,101.8,102,100,0.1,"04-Mar-2026",1,"",""
"24","68GS2060","GS",93.5,93.5,93.5,93.5,93.5,93.62,1518,1.42,"04-Mar-2026",1,"",""
"25","690GS2065","GS",95.3,95.89,95.3,95.36,95.36,95.41,13812,13.19,"04-Mar-2026",21,"",""
"26","695GS2061","GS",95.7,95.7,95.5,95.5,95.5,95.7,2,0,"04-Mar-2026",2,"",""
"27","698GR2054","GS",95.49,95.49,95.49,95.49,95.49,95.49,100,0.1,"04-Mar-2026",2,"",""
"28","699GS2026","GS",102.79,102.8,102.79,102.8,102.8,102.57,3051,3.14,"04-Mar-2026",4,"",""
"29","699GS2051","GS",96.8,96.8,96.7,96.7,96.7,97,4999,4.84,"04-Mar-2026",3,"",""
"30","702GS2027","GS",102.7,102.8,102.7,102.8,102.8,102.7,1260,1.3,"04-Mar-2026",3,"",""
"31","702GS2031","GS",102.46,102.6,102.46,102.6,102.6,103.15,3179,3.26,"04-Mar-2026",2,"",""
"32","704GS2029","GS",103.66,103.92,103.66,103.92,103.92,104,202000,209.91,"04-Mar-2026",5,"",""
"33","706GS2028","GS",105,105,104.5,104.5,104.5,105.25,1500,1.57,"04-Mar-2026",2,"",""
"34","709GS2054","GS",97,97.3,97,97.2,97.2,97,47851,46.43,"04-Mar-2026",22,"",""
"35","709GS2074","GS",97.1,97.1,96.51,96.81,97.08,97.38,14512,14.04,"04-Mar-2026",29,"",""
"36","710GS2029","GS",104.66,105,104.66,105,105,105.9,9601,10.07,"04-Mar-2026",10,"",""
"37","716GS2050","GS",101.01,101.01,101.01,101.01,101.01,101.01,5000,5.05,"04-Mar-2026",4,"",""
"38","717GS2030","GS",105.11,105.11,105,105,105,105,6800,7.14,"04-Mar-2026",2,"",""
"39","718GS2033","GS",103.4,103.7,102.85,102.85,102.85,103.64,2129,2.2,"04-Mar-2026",4,"",""
"40","718GS2037","GS",103.45,103.5,103.01,103.24,103.15,103.59,26845,27.71,"04-Mar-2026",17,"",""
"41","719GS2060","GS",100.99,100.99,100.99,100.99,100.99,100.99,1,0,"04-Mar-2026",1,"",""
"42","71GS2034","GS",104.72,104.72,104.5,104.5,104.5,103.11,208,0.22,"04-Mar-2026",3,"",""
"43","724GS2055","GS",98.45,99.05,98.45,99.03,99,98.92,31590,31.27,"04-Mar-2026",22,"",""
"44","725GS2063","GS",98.8,99.03,98.8,98.94,98.9,99.07,17544,17.35,"04-Mar-2026",32,"",""
"45","726GS2032","GS",101.4,105.65,101.4,104,104,104,3060,3.21,"04-Mar-2026",6,"",""
"46","726GS2033","GS",104.2,104.2,103.3,103.3,103.3,103.5,10005,10.34,"04-Mar-2026",2,"",""
"47","727GS2026","GS",103.13,103.13,103.13,103.13,103.13,102,33,0.03,"04-Mar-2026",3,"",""
"48","732GS2030","GS",104.91,106.35,104.91,106.35,106.35,105.1,161,0.17,"04-Mar-2026",5,"",""
"49","733GS2026","GS",103.3,103.3,103.3,103.3,103.3,103,200,0.21,"04-Mar-2026",1,"",""
"50","734GS2064","GS",101,101.25,100.83,101,101,101.34,62371,63.04,"04-Mar-2026",39,"",""
"51","736GS2052","GS",102.61,104.44,102.61,104.39,104.39,102.61,4005,4.11,"04-Mar-2026",3,"",""
"52","737GS2028","GS",105.71,105.75,105.71,105.74,105.71,105.7,6310,6.67,"04-Mar-2026",6,"",""
"53","738GS2027","GS",103.3,103.5,103.3,103.4,103.45,103.29,134419,138.99,"04-Mar-2026",40,"",""
"54","73GS2053","GS",100,100.05,99.86,99.9,99.9,100.13,22585,22.58,"04-Mar-2026",13,"",""
"55","741GS2036","GS",105.26,105.31,105.26,105.31,105.31,105.75,3882,4.09,"04-Mar-2026",2,"",""
"56","743GS2076","GS",100.25,100.9,100.25,100.7,100.7,100.25,8354,8.4,"04-Mar-2026",21,"",""
"57","746GS2073","GS",101.9,102.59,101.35,102,102,102.94,360,0.37,"04-Mar-2026",6,"",""
"58","74GS2062","GS",103.95,103.95,103,103,103,103.04,12017,12.38,"04-Mar-2026",19,"",""
"59","754GS2036","GS",107.42,107.7,107.25,107.37,107.45,107.64,594656,638.46,"04-Mar-2026",219,"",""
"60","762GS2039","GS",106.76,106.76,106.76,106.76,106.76,108.5,10,0.01,"04-Mar-2026",1,"",""
"61","772GS2055","GS",110,110,110,110,110,109,10,0.01,"04-Mar-2026",1,"",""
"62","795GS2032","GS",107.8,108,106.11,106.11,106.11,107.8,502,0.54,"04-Mar-2026",3,"",""
"63","824GS2027","GS",106.43,106.43,101.87,101.87,101.87,106.44,623,0.64,"04-Mar-2026",3,"",""
"64","826GS2027","GS",103.06,103.06,103.05,103.05,103.05,105,969,1,"04-Mar-2026",2,"",""
"65","828GS2032","GS",109.9,109.9,109.8,109.8,109.8,109,870,0.96,"04-Mar-2026",2,"",""
"66","92GS2030","GS",115.3,115.3,115.12,115.2,115.24,115.01,29499,33.99,"04-Mar-2026",23,"",""
"67","A2ZINFRA","EQ",16.33,16.85,16.15,16.19,16.16,16.98,396121,64.66,"04-Mar-2026",577,"",""
"68","AAATECH","EQ",98.2,98.2,93.77,94.51,94.2,98.7,33900,32.11,"04-Mar-2026",539,"",""
"69","AADHARHFC","EQ",440.05,455.45,435.2,453.1,454.95,452.6,836460,3715.63,"04-Mar-2026",25958,"",""
"70","AAKASH","EQ",8.99,9.99,8.62,9.92,9.99,8.33,3074976,291.66,"04-Mar-2026",6001,"",""
"71","AAREYDRUGS","EQ",68,70.5,66.64,68.76,67.26,69.67,136019,94.22,"04-Mar-2026",1370,"",""
"72","AARNAV","EQ",25,26.95,24.5,25.16,24.81,26.67,34167,8.64,"04-Mar-2026",426,"",""
"73","AARON","EQ",147.8,150.5,135.01,140.9,145.25,152.93,71111,98.99,"04-Mar-2026",1847,"",""
"74","AARTECH","EQ",41.5,41.5,40,40.53,40.5,41.5,30173,12.19,"04-Mar-2026",532,"",""
"75","AARTIDRUGS","EQ",351.1,362.85,349.55,360.45,360.2,357.3,169116,605.54,"04-Mar-2026",6188,"",""
"76","AARTIIND","EQ",422.95,427.7,400,412.5,408,432.95,966227,4027.49,"04-Mar-2026",35030,"",""
"77","AARTIPHARM","EQ",700,700,675,677.85,678,705.75,246418,1679.62,"04-Mar-2026",15549,"",""
"78","AARTISURF","EQ",380,384.9,372.05,375.1,372.15,385.6,9132,34.45,"04-Mar-2026",1054,"",""
"79","AARTISURF","P1",217.45,217.45,217.45,217.45,217.45,217.5,5,0.01,"04-Mar-2026",1,"",""
"80","AARVI","EQ",116.1,121.59,116.1,117.26,116.75,122.54,10545,12.48,"04-Mar-2026",355,"",""
"81","AATMAJ","SM",18.75,19.25,18.75,19.1,19,21,12000,2.28,"04-Mar-2026",6,"",""
"82","AAVAS","EQ",1220,1250,1204.9,1233.2,1230,1240.1,185722,2281.86,"04-Mar-2026",23661,"",""
"83","ABAN","BE",19.73,20.23,19.51,20.23,20.23,19.27,144432,29,"04-Mar-2026",615,"",""
"84","ABB","EQ",5900,5911.5,5793.5,5830.5,5820.5,5983,275613,16115.86,"04-Mar-2026",26601,"",""
"85","ABBOTINDIA","EQ",26805,27930,26505,27825,27900,26805,25338,6917.62,"04-Mar-2026",9745,"",""
"86","ABCAPITAL","EQ",335.1,335.1,318.9,321.55,320.4,338.1,5827934,18925.22,"04-Mar-2026",63123,"",""
"87","ABCOTS","EQ",431.95,431.95,378,388.35,395,410.15,15101,59.54,"04-Mar-2026",601,"",""
"88","ABDL","EQ",458.75,467.4,447.3,450.1,450.9,471,422574,1920.67,"04-Mar-2026",16230,"",""
"89","ABFRL","EQ",64.6,65.62,63.05,64.09,63.66,65.94,2713147,1737.96,"04-Mar-2026",18440,"",""
"90","ABGSEC","EQ",112.5,112.89,112.23,112.81,112.81,112.5,330,0.37,"04-Mar-2026",15,"",""
"91","ABHAPOWER","SM",29.05,29.1,29.05,29.1,29.1,29.05,6400,1.86,"04-Mar-2026",4,"",""
"92","ABINFRA","EQ",17.28,17.75,17.14,17.34,17.3,17.94,461978,80.41,"04-Mar-2026",1529,"",""
"93","ABLBL","EQ",98.4,100.49,97.36,99.87,99.84,100.81,6579053,6567.08,"04-Mar-2026",9411,"",""
"94","ABMINTLLTD","BE",39.02,40.75,37.51,37.51,37.51,39.02,539,0.21,"04-Mar-2026",13,"",""
"95","ABREL","EQ",1255.5,1255.5,1208.4,1226.9,1223.7,1255.9,104637,1284.47,"04-Mar-2026",11373,"",""
"96","ABSL10BANK","EQ",185,214.42,175.58,183.1,176.46,182.46,4332,8.01,"04-Mar-2026",128,"",""
"97","ABSLAMC","EQ",870,875.6,845,867.95,870,876.4,301289,2596.15,"04-Mar-2026",25868,"",""
"98","ABSLBANETF","EQ",61.12,61.12,59.62,59.99,59.99,61.18,370685,221.83,"04-Mar-2026",1832,"",""
"99","ABSLLIQUID","EQ",1000.01,1000.01,999.99,1000,1000,999.99,6074,60.74,"04-Mar-2026",39,"",""
"100","ABSLMSCIN","EQ",28.95,29.13,28.65,29,28.95,29.57,260,0.08,"04-Mar-2026",20,"",""
"101","ABSLNN50ET","EQ",71.9,72.73,69.68,70.64,72.73,72.12,43554,30.58,"04-Mar-2026",598,"",""
"102","ABSLPSE","EQ",10.65,10.65,9.21,10.43,10.32,10.72,1071278,112.18,"04-Mar-2026",1011,"",""
"103","ABSMARINE","SM",159,175,155,165.75,165.5,162.7,80000,130,"04-Mar-2026",128,"",""
"104","ACC","EQ",1542,1545.5,1510,1529.7,1512,1553.2,258447,3937.17,"04-Mar-2026",17720,"",""
"105","ACCELYA","EQ",1160.6,1184,1146.2,1177.9,1172,1165.9,15229,177.66,"04-Mar-2026",1488,"",""
"106","ACCENTMIC","SM",337,343.85,328,331.9,331.1,345.65,34000,113.44,"04-Mar-2026",57,"",""
"107","ACCORD","SM",26.7,26.7,26.7,26.7,26.7,28.1,4000,1.07,"04-Mar-2026",2,"",""
"108","ACCPL","ST",70.95,70.95,70.95,70.95,70.95,68.05,1200,0.85,"04-Mar-2026",1,"",""
"109","ACCURACY","EQ",4.48,4.48,4.16,4.22,4.23,4.49,186247,7.96,"04-Mar-2026",745,"",""
"110","ACE","EQ",854,867.6,850,852.6,853,867,233914,2003.42,"04-Mar-2026",15268,"",""
"111","ACEINTEG","EQ",18.4,18.4,15.7,16.62,16.99,17.45,8758,1.46,"04-Mar-2026",194,"",""
"112","ACI","EQ",535,537,516.6,529.35,522,551.1,157956,838.47,"04-Mar-2026",9011,"",""
"113","ACL","EQ",51.99,54,51.99,52.57,52.3,53.06,9236,4.85,"04-Mar-2026",240,"",""
"114","ACMESOLAR","EQ",227,229.04,221.04,224.57,225,232.28,405512,910.32,"04-Mar-2026",11609,"",""
"115","ACUTAAS","EQ",2173,2206,2081,2104.5,2109.8,2191.9,492017,10410.45,"04-Mar-2026",70202,"",""
"116","ADANIENSOL","EQ",956.4,968.5,948.8,960.5,957.8,972.3,1778566,17059.09,"04-Mar-2026",54231,"",""
"117","ADANIENT","EQ",2104.6,2104.6,2037.5,2076.5,2070,2124.6,1585848,32736.37,"04-Mar-2026",86583,"",""
"118","ADANIGREEN","EQ",880,882.8,867,871.95,870,903.55,1976974,17276.21,"04-Mar-2026",47372,"",""
"119","ADANIPORTS","EQ",1435,1450.5,1409,1434.4,1436.6,1470.3,3386838,48423.12,"04-Mar-2026",125131,"",""
"120","ADANIPOWER","EQ",135,139.3,134.41,137.82,137.8,137.97,16666324,22821.57,"04-Mar-2026",196413,"",""
"121","ADDICTIVE","SM",99,106,99,106,106,99,12000,12.38,"04-Mar-2026",14,"",""
"122","ADFFOODS","EQ",192.94,194.08,187.18,190.39,190.55,193.72,107039,203.79,"04-Mar-2026",3179,"",""
"123","ADL","EQ",67,68,62.71,67.61,68,67.77,1306,0.86,"04-Mar-2026",85,"",""
"124","ADOR","EQ",1026.8,1026.8,998.3,1012.6,1010,1027.9,10159,102.36,"04-Mar-2026",1291,"",""
"125","ADROITINFO","EQ",9.21,9.8,9.2,9.56,9.56,9.57,27301,2.59,"04-Mar-2026",223,"",""
"126","ADSL","EQ",111.27,111.27,108.1,108.64,108.64,112.85,163166,178.84,"04-Mar-2026",3335,"",""
"127","ADVAIT","EQ",1600,1600,1510.1,1527.2,1526.2,1616.8,29455,458.79,"04-Mar-2026",4310,"",""
"128","ADVANCE","EQ",115.25,115.25,108,109.55,111.5,117.1,250659,279.67,"04-Mar-2026",3253,"",""
"129","ADVANIHOTR","EQ",54.98,54.98,52.27,52.79,52.9,54.07,39584,20.99,"04-Mar-2026",916,"",""
"130","ADVENTHTL","EQ",182.59,189,181.07,184.18,187.99,188.24,77194,141.78,"04-Mar-2026",1689,"",""
"131","ADVENZYMES","EQ",290,290.7,276.1,284.7,283,295.4,227126,641.78,"04-Mar-2026",6098,"",""
"132","AEGISLOG","EQ",665,670.5,641,647.35,648,677.85,246207,1610.05,"04-Mar-2026",14203,"",""
"133","AEGISVOPAK","EQ",215,216.15,198,199.06,199.84,216.53,1142181,2310.85,"04-Mar-2026",20066,"",""
"134","AEQUS","EQ",136.83,138.08,134.25,136.5,136,139.94,601796,817.81,"04-Mar-2026",13199,"",""
"135","AEROENTER","EQ",74.98,75.51,73.41,74.11,73.87,75.49,198247,146.77,"04-Mar-2026",1204,"",""
"136","AEROFLEX","EQ",220,223.94,214.52,218.22,217,225.83,1573980,3430.38,"04-Mar-2026",14905,"",""
"137","AERON","SM",89.4,89.5,86.85,89.45,89.5,89.4,11000,9.81,"04-Mar-2026",8,"",""
