"","SYMBOL","SERIES","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","ISIN","X"
"1","1018GS2026","GS",111.72,111.72,106.16,106.16,106.16,109,4,0,"06-Mar-2026",2,"",""
"2","20MICRONS","EQ",166.1,169.38,166.1,166.87,166.97,167.43,33908,56.72,"06-Mar-2026",1147,"",""
"3","21STCENMGM","EQ",34.45,34.94,33.61,33.79,34.73,34.29,8301,2.82,"06-Mar-2026",50,"",""
"4","360ONE","EQ",1074,1084.4,1061.3,1064.2,1064.8,1081,276113,2956.13,"06-Mar-2026",16415,"",""
"5","3IINFOLTD","EQ",13.48,13.55,13.3,13.36,13.45,13.38,210187,28.15,"06-Mar-2026",1056,"",""
"6","3MINDIA","EQ",34450,34690,34100,34320,34280,34530,2187,751.37,"06-Mar-2026",1404,"",""
"7","3PLAND","EQ",31,31,30.8,30.99,31,31.51,2938,0.91,"06-Mar-2026",50,"",""
"8","574GS2026","GS",101.2,101.2,101.2,101.2,101.2,101.16,5600,5.67,"06-Mar-2026",2,"",""
"9","5PAISA","EQ",305.6,307.7,300,302.65,303.7,305.9,25151,76.48,"06-Mar-2026",1092,"",""
"10","601GS2030","GS",99.9,99.9,98.36,98.36,98.36,99.9,1186,1.17,"06-Mar-2026",4,"",""
"11","628GS2032","GS",101,101,101,101,101,99.39,2887,2.92,"06-Mar-2026",1,"",""
"12","636GS2031","GS",100.55,100.55,100.4,100.4,100.4,99.35,2001,2.01,"06-Mar-2026",3,"",""
"13","63MOONS","EQ",585.75,593,571.1,574.3,574.8,588.65,132826,773.77,"06-Mar-2026",3693,"",""
"14","648GS2035","GS",100.45,101,100.45,101,101,100.4,3800,3.82,"06-Mar-2026",2,"",""
"15","664GS2027","GS",102.16,102.16,102.16,102.16,102.16,102.16,100,0.1,"06-Mar-2026",1,"",""
"16","667GS2035","GS",103.89,103.89,100.92,100.92,100.92,106.23,108,0.11,"06-Mar-2026",3,"",""
"17","667GS2050","GS",93.3,93.55,93.3,93.55,93.55,93.3,3246,3.03,"06-Mar-2026",6,"",""
"18","668GS2040","GS",99.99,100,99.99,100,100,100,1100,1.1,"06-Mar-2026",2,"",""
"19","676GS2061","GS",92.6,93.4,91.96,93.13,92.55,92.8,6461,5.98,"06-Mar-2026",22,"",""
"20","679GS2034","GS",103.2,103.2,103.2,103.2,103.2,101.8,9200,9.49,"06-Mar-2026",1,"",""
"21","690GS2065","GS",95.8,95.8,95.79,95.8,95.8,95.59,2075,1.99,"06-Mar-2026",3,"",""
"22","695GS2061","GS",95.7,95.7,95.3,95.3,95.3,95.3,2,0,"06-Mar-2026",2,"",""
"23","698GR2054","GS",94,94,94,94,94,93.58,42,0.04,"06-Mar-2026",1,"",""
"24","699GS2026","GS",102.43,102.8,102.43,102.8,102.8,102.42,20400,20.97,"06-Mar-2026",5,"",""
"25","699GS2051","GS",97.45,97.45,96.4,96.4,96.4,96.4,5167,5,"06-Mar-2026",22,"",""
"26","702GS2031","GS",102.6,103.63,102.6,103.63,103.63,102.6,200,0.21,"06-Mar-2026",2,"",""
"27","704GS2029","GS",104,104.75,104,104.75,104.75,104,2486,2.6,"06-Mar-2026",2,"",""
"28","706GS2028","GS",104.55,104.56,104.55,104.55,104.55,104.5,7000,7.32,"06-Mar-2026",3,"",""
"29","709GS2054","GS",97.6,97.8,97.4,97.8,97.8,97.2,1914,1.87,"06-Mar-2026",10,"",""
"30","709GS2074","GS",97.2,97.2,96.82,97.09,97.1,97.2,25490,24.71,"06-Mar-2026",30,"",""
"31","710GS2029","GS",105.2,105.2,104.97,104.98,104.98,104.5,1857,1.95,"06-Mar-2026",5,"",""
"32","716GS2050","GS",104.9,104.9,104.9,104.9,104.9,101.01,2,0,"06-Mar-2026",2,"",""
"33","717GS2030","GS",105.3,106.2,105.3,105.31,105.31,105.3,1913,2.01,"06-Mar-2026",4,"",""
"34","718GS2037","GS",103.16,103.69,103.16,103.62,103.65,103.24,261481,270.91,"06-Mar-2026",40,"",""
"35","719GS2060","GS",104.5,104.5,104.5,104.5,104.5,100,1,0,"06-Mar-2026",1,"",""
"36","71GS2034","GS",104.7,104.7,104.7,104.7,104.7,104.5,400,0.42,"06-Mar-2026",3,"",""
"37","724GS2055","GS",99,99,99,99,99,98.94,5055,5,"06-Mar-2026",2,"",""
"38","725GS2063","GS",99.45,99.45,98.76,98.92,98.89,98.93,60552,59.91,"06-Mar-2026",61,"",""
"39","726GS2032","GS",104.1,104.1,104.05,104.09,104.05,104.5,7284,7.58,"06-Mar-2026",8,"",""
"40","726GS2033","GS",103.99,104.1,103.99,104.09,104.1,104,46822,48.72,"06-Mar-2026",14,"",""
"41","727GS2026","GS",103.14,103.14,103.14,103.14,103.14,103.13,84,0.09,"06-Mar-2026",1,"",""
"42","733GS2026","GS",103.3,103.3,103.07,103.22,103.22,103.3,1085,1.12,"06-Mar-2026",9,"",""
"43","734GS2064","GS",101.3,101.3,101,101.2,101.2,101.11,45100,45.65,"06-Mar-2026",18,"",""
"44","737GS2028","GS",105.5,105.81,105.5,105.81,105.81,105.85,1400,1.48,"06-Mar-2026",3,"",""
"45","738GS2027","GS",103.43,103.6,103.43,103.59,103.6,103.43,130984,135.59,"06-Mar-2026",32,"",""
"46","73GS2053","GS",100,100.1,99.9,99.99,99.9,100.9,3540,3.54,"06-Mar-2026",6,"",""
"47","741GS2036","GS",106,106,105.5,105.5,105.5,105.4,230,0.24,"06-Mar-2026",4,"",""
"48","743GS2076","GS",100.35,100.8,100.35,100.8,100.8,100.35,6002,6.05,"06-Mar-2026",7,"",""
"49","746GS2073","GS",102.3,102.4,102.3,102.35,102.35,102.35,2055,2.1,"06-Mar-2026",5,"",""
"50","74GS2062","GS",103.5,103.5,103,103.25,103.25,103.99,16606,17.17,"06-Mar-2026",39,"",""
"51","754GS2036","GS",107.75,107.75,107.56,107.6,107.6,107.56,281247,302.67,"06-Mar-2026",94,"",""
"52","762GS2039","GS",107.21,107.21,107.21,107.21,107.21,106.76,10,0.01,"06-Mar-2026",1,"",""
"53","772GS2049","GS",105.26,106,105.26,106,106,106,150,0.16,"06-Mar-2026",3,"",""
