"","SYMBOL","SERIES","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","ISIN","X"
"1","1018GS2026","GS",104.2,105.09,104,105.09,105.09,105.25,6760,7.04,"31-Oct-2025",16,"",""
"2","20MICRONS","EQ",206.72,207.9,204.76,206.83,206.3,207.74,60289,124.69,"31-Oct-2025",1437,"",""
"3","21STCENMGM","EQ",45.7,47.21,45.7,46.7,46.7,46.29,2330,1.09,"31-Oct-2025",71,"",""
"4","360ONE","EQ",1121.5,1123.9,1074,1080.7,1084,1119.6,587485,6413.17,"31-Oct-2025",25629,"",""
"5","3IINFOLTD","EQ",17.29,17.82,17.19,17.53,17.59,17.19,1603459,281.34,"31-Oct-2025",3443,"",""
"6","3MINDIA","EQ",29705,29965,29380,29560,29595,29865,5604,1653.19,"31-Oct-2025",1377,"",""
"7","3PLAND","EQ",44.19,44.19,42.11,42.18,42.4,43.37,5787,2.46,"31-Oct-2025",131,"",""
"8","563GS2026","GS",100.2,100.2,100.2,100.2,100.2,100.2,95,0.1,"31-Oct-2025",1,"",""
"9","574GS2026","GS",101.68,101.68,101.68,101.68,101.68,101.66,100,0.1,"31-Oct-2025",1,"",""
"10","577GS2030","GS",99.99,99.99,99.99,99.99,99.99,97.17,2000,2,"31-Oct-2025",1,"",""
"11","579GS2030","GS",101.45,101.45,101.45,101.45,101.45,98.95,2000,2.03,"31-Oct-2025",1,"",""
"12","585GS2030","GS",100.99,100.99,100.99,100.99,100.99,99.25,2000,2.02,"31-Oct-2025",1,"",""
"13","5PAISA","EQ",312,315.3,310.5,311.7,313.45,313,40486,126.68,"31-Oct-2025",1571,"",""
"14","619GS2034","GS",98,98,98,98,98,98,1685,1.65,"31-Oct-2025",1,"",""
"15","63MOONS","EQ",798.45,801.5,788.2,795.95,797.5,790.55,57617,458.06,"31-Oct-2025",2720,"",""
"16","654GS2032","GS",101.4,101.4,101.4,101.4,101.4,101.5,10095,10.24,"31-Oct-2025",2,"",""
"17","664GS2027","GS",102.85,102.85,102.85,102.85,102.85,102.85,200,0.21,"31-Oct-2025",1,"",""
"18","667GS2050","GS",96.5,96.5,96.49,96.49,96.49,96.4,25,0.02,"31-Oct-2025",6,"",""
"19","668GS2040","GS",100,100,100,100,100,100,200,0.2,"31-Oct-2025",2,"",""
"20","676GS2061","GS",95.4,95.4,92.86,94.99,94.99,95,15,0.01,"31-Oct-2025",4,"",""
"21","679GS2031","GS",102.95,104.5,102.95,102.95,102.95,104.5,3024,3.11,"31-Oct-2025",6,"",""
"22","68GS2060","GS",98.69,98.69,95.87,95.87,95.87,96.8,5,0,"31-Oct-2025",4,"",""
"23","690GS2065","GS",96.8,96.8,95.8,96.3,96.3,96.21,75539,72.6,"31-Oct-2025",109,"",""
"24","695GS2061","GS",99.4,99.4,99,99,99,99.08,10006,9.91,"31-Oct-2025",9,"",""
"25","698GR2054","GS",99.95,99.95,99.94,99.94,99.94,98.5,4,0,"31-Oct-2025",4,"",""
"26","699GS2026","GS",100.99,100.99,100.85,100.85,100.85,100.6,195,0.2,"31-Oct-2025",4,"",""
"27","699GS2051","GS",102.98,102.98,101.2,101.2,101.2,100,501,0.51,"31-Oct-2025",2,"",""
"28","706GS2028","GS",102.7,102.71,102.7,102.7,102.7,103.25,2499,2.57,"31-Oct-2025",3,"",""
"29","706GS2046","GS",102,102,102,102,102,100.01,550,0.56,"31-Oct-2025",2,"",""
"30","709GS2054","GS",101.25,101.35,101.25,101.35,101.35,101.22,25450,25.78,"31-Oct-2025",27,"",""
"31","709GS2074","GS",101.25,101.25,100.4,100.4,100.4,100.65,348962,350.64,"31-Oct-2025",396,"",""
"32","710GS2029","GS",103.25,103.25,102.96,102.96,102.96,103.25,4226,4.36,"31-Oct-2025",7,"",""
"33","717GS2030","GS",103.15,103.95,103.15,103.95,103.95,103.15,400,0.41,"31-Oct-2025",3,"",""
"34","718GS2033","GS",104.5,105.2,104.1,104.13,104.7,103.61,26133,27.37,"31-Oct-2025",11,"",""
"35","718GS2037","GS",105,105.33,104.55,104.55,104.55,105.2,19516,20.46,"31-Oct-2025",19,"",""
"36","71GS2034","GS",103.9,103.9,102.76,102.77,102.77,104.4,198,0.2,"31-Oct-2025",3,"",""
"37","723GS2039","GS",102.6,102.6,102.6,102.6,102.6,102.55,261,0.27,"31-Oct-2025",1,"",""
"38","724GS2055","GS",103.55,103.55,103.55,103.55,103.55,103.8,1,0,"31-Oct-2025",1,"",""
"39","725GS2063","GS",103.95,103.95,102.43,102.45,102.5,102.56,398821,408.82,"31-Oct-2025",180,"",""
"40","726GS2032","GS",104.6,105,104.1,105,105,105,17450,18.23,"31-Oct-2025",13,"",""
"41","732GS2030","GS",106.65,106.65,106.65,106.65,106.65,106.65,7000,7.47,"31-Oct-2025",1,"",""
"42","733GS2026","GS",101.7,101.7,101.43,101.43,101.43,101.36,2000,2.03,"31-Oct-2025",5,"",""
"43","734GS2064","GS",101.87,101.87,100.35,100.98,100.72,101.03,254778,257.12,"31-Oct-2025",413,"",""
"44","736GS2052","GS",104.7,104.7,104.7,104.7,104.7,102.05,2,0,"31-Oct-2025",2,"",""
"45","737GS2028","GS",103.4,103.5,103.05,103.5,103.5,103.06,10151,10.46,"31-Oct-2025",4,"",""
"46","738GS2027","GS",105.02,105.2,105.02,105.1,105.1,105.12,30342,31.89,"31-Oct-2025",25,"",""
"47","73GS2053","GS",102.7,103.8,102.7,103.75,103.75,103.77,9723,10.04,"31-Oct-2025",7,"",""
"48","741GS2036","GS",107,107.5,106.5,106.5,106.5,106.8,5221,5.57,"31-Oct-2025",9,"",""
"49","746GS2073","GS",106.5,106.5,106.21,106.21,106.21,106.2,830,0.88,"31-Oct-2025",2,"",""
"50","74GS2035","GS",107,107,107,107,107,106,2,0,"31-Oct-2025",1,"",""
"51","74GS2062","GS",101.3,103.15,101.3,102.4,102.4,103.35,663,0.68,"31-Oct-2025",8,"",""
"52","754GS2036","GS",109.78,109.78,109.1,109.18,109.3,109.32,687859,751.35,"31-Oct-2025",231,"",""
"53","759GS2026","GS",102.65,102.65,102.65,102.65,102.65,101.31,94,0.1,"31-Oct-2025",3,"",""
"54","772GS2049","GS",105.85,105.85,105.85,105.85,105.85,103.2,1,0,"31-Oct-2025",1,"",""
"55","772GS2055","GS",109.3,109.3,109.3,109.3,109.3,104.1,11,0.01,"31-Oct-2025",2,"",""
"56","795GS2032","GS",107,107,107,107,107,107,6670,7.14,"31-Oct-2025",45,"",""
"57","824GS2027","GS",105.8,105.8,104.49,104.49,104.49,103.5,14001,14.81,"31-Oct-2025",2,"",""
"58","826GS2027","GS",105.7,105.7,105.7,105.7,105.7,105.7,1,0,"31-Oct-2025",1,"",""
"59","828GS2027","GS",104,104,104,104,104,104,29,0.03,"31-Oct-2025",6,"",""
"60","92GS2030","GS",115,115,114,114.3,114.4,114.8,31256,35.79,"31-Oct-2025",24,"",""
"61","A2ZINFRA","EQ",16.22,16.83,16.22,16.6,16.65,16.44,125178,20.83,"31-Oct-2025",390,"",""
"62","AAATECH","BE",93.39,94,93,93.33,93.8,93.39,566108,531.51,"31-Oct-2025",286,"",""
"63","AADHARHFC","EQ",513.55,516.95,509,509.85,509,513.55,176821,904.62,"31-Oct-2025",8505,"",""
"64","AAKAAR","SM",86.95,87,84.25,85.95,85.95,86.95,19200,16.64,"31-Oct-2025",12,"",""
"65","AAKASH","EQ",9.27,9.27,9,9.07,9.1,9.09,79154,7.18,"31-Oct-2025",369,"",""
"66","AARADHYA","ST",158.45,158.45,158.45,158.45,158.45,162.3,2400,3.8,"31-Oct-2025",2,"",""
"67","AAREYDRUGS","BE",91.7,94.97,91.24,94.97,94.97,93.11,61836,58.03,"31-Oct-2025",119,"",""
"68","AARON","EQ",207.28,210.2,201.2,203.12,202.9,207.27,12604,25.78,"31-Oct-2025",873,"",""
"69","AARTECH","EQ",56.05,58.79,56.05,57.63,56.8,56.55,31746,18.36,"31-Oct-2025",742,"",""
"70","AARTIDRUGS","EQ",501.7,501.7,490,491.1,490.5,502,56190,277.57,"31-Oct-2025",3055,"",""
"71","AARTIIND","EQ",384.9,385,379,379.95,380.9,382.8,318152,1213.2,"31-Oct-2025",10964,"",""
"72","AARTIPHARM","EQ",836.3,861.2,832.15,851.95,847.1,834.65,105341,896.14,"31-Oct-2025",10523,"",""
"73","AARTISURF","EQ",475.75,476,454,472.4,474.8,475.75,6819,31.96,"31-Oct-2025",644,"",""
"74","AARVI","EQ",120.48,120.5,119.03,120.29,120.45,120.41,6304,7.52,"31-Oct-2025",93,"",""
"75","AATMAJ","SM",20.7,21,20.7,20.75,20.7,20.5,10000,2.08,"31-Oct-2025",5,"",""
"76","AAVAS","EQ",1675,1703,1648,1650,1650.1,1680.8,90863,1515.8,"31-Oct-2025",13943,"",""
"77","ABAN","BE",40.22,40.89,40.02,40.54,40.41,40.22,15304,6.21,"31-Oct-2025",216,"",""
"78","ABB","EQ",5284,5295.5,5204.5,5220,5224,5279,146857,7698.12,"31-Oct-2025",16684,"",""
"79","ABBOTINDIA","EQ",29620,29725,28900,28995,29000,29600,11671,3408.68,"31-Oct-2025",6560,"",""
"80","ABCAPITAL","EQ",326.95,333.3,322.25,324.2,325.6,326.8,14315497,46943.19,"31-Oct-2025",78709,"",""
"81","ABCOTS","EQ",419,419,405.6,416,415.05,415.45,22750,94,"31-Oct-2025",1372,"",""
"82","ABDL","EQ",640,671.4,637.05,662.05,662,639.4,1399945,9250.91,"31-Oct-2025",43403,"",""
"83","ABFRL","EQ",83.09,83.35,81.14,81.64,81.21,82.93,2666702,2189.73,"31-Oct-2025",20804,"",""
"84","ABGSEC","EQ",111.1,111.1,110.71,110.71,110.71,110.79,28,0.03,"31-Oct-2025",6,"",""
"85","ABHAPOWER","ST",37.85,37.85,37.85,37.85,37.85,37.65,1600,0.61,"31-Oct-2025",1,"",""
"86","ABINFRA","EQ",19.15,19.38,19,19.18,19.29,19.16,88908,17.04,"31-Oct-2025",406,"",""
"87","ABLBL","EQ",134.65,136,133.18,133.6,133.79,134.56,599044,805.54,"31-Oct-2025",8993,"",""
"88","ABMINTLLTD","BE",54.65,54.65,49.55,53.28,54.65,52.1,175,0.09,"31-Oct-2025",16,"",""
"89","ABREL","EQ",1880,1898.9,1840.2,1876.7,1891,1890.4,244144,4559.06,"31-Oct-2025",20862,"",""
"90","ABSLAMC","EQ",778.95,781,756,762,758.15,776.75,241962,1860.32,"31-Oct-2025",15436,"",""
"91","ABSLBANETF","EQ",59.52,59.69,59.03,59.13,59.13,59.38,10061,5.96,"31-Oct-2025",241,"",""
"92","ABSLLIQUID","EQ",999.99,1000.01,999.99,999.99,1000,1000,1367,13.67,"31-Oct-2025",15,"",""
"93","ABSLNN50ET","EQ",73.55,73.89,72.35,73.17,73.21,73.19,11039,8.09,"31-Oct-2025",229,"",""
"94","ABSLPSE","EQ",10.33,10.35,10.25,10.31,10.27,10.28,253010,26.08,"31-Oct-2025",469,"",""
"95","ABSMARINE","SM",209,213.95,209,211.6,212,210.2,17000,35.94,"31-Oct-2025",30,"",""
"96","ACC","EQ",1868.2,1915.1,1856.5,1881.5,1879,1859.4,1153977,21862.06,"31-Oct-2025",53081,"",""
"97","ACCELYA","EQ",1389.8,1396.9,1379.1,1388.9,1385.2,1387.4,15782,218.77,"31-Oct-2025",1473,"",""
"98","ACCENTMIC","ST",275,276,265,275.3,276,275.85,17500,47.45,"31-Oct-2025",30,"",""
