"","SYMBOL","SERIES","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","ISIN","X"
"1","1018GS2026","GS",104.35,104.4,103.35,103.4,103.4,104.05,3223,3.36,"29-Jul-2026",9,"",""
"2","20MICRONS","EQ",202.5,206.79,200.3,201.16,201.7,201.63,132775,269.81,"29-Jul-2026",3392,"",""
"3","21STCENMGM","EQ",39.25,39.37,37.92,38.88,38.01,38.6,26243,10.23,"29-Jul-2026",182,"",""
"4","360ONE","EQ",1128.3,1170,1113.5,1161.3,1162,1128.3,1135914,13026.61,"29-Jul-2026",30998,"",""
"5","3BBLACKBIO","EQ",1292.2,1303.4,1269,1270.9,1278,1298.8,5357,68.45,"29-Jul-2026",842,"",""
"6","3IINFOLTD","EQ",21.95,22.47,21.13,22.11,22,21.97,1664588,364.48,"29-Jul-2026",4187,"",""
"7","3MINDIA","EQ",35400,35700,35100,35425,35425,35090,1650,586.32,"29-Jul-2026",1026,"",""
"8","3PLAND","EQ",32.5,32.5,31.35,32.28,32.14,32.28,1042,0.34,"29-Jul-2026",38,"",""
"9","574GS2026","GS",101.45,101.45,101.45,101.45,101.45,101.08,5,0.01,"29-Jul-2026",1,"",""
"10","585GS2030","GS",96.48,96.48,96.48,96.48,96.48,96.48,100,0.1,"29-Jul-2026",1,"",""
"11","5PAISA","EQ",358,358,345.05,348.4,351.5,353,54846,191.99,"29-Jul-2026",2355,"",""
"12","601GS2030","GS",98,99,98,99,99,98,1001,0.98,"29-Jul-2026",2,"",""
"13","603GS2029","GS",99.1,100.4,99.1,100.36,100.4,100.3,400,0.4,"29-Jul-2026",3,"",""
"14","610GS2031","GS",101.15,104.5,101.15,103.16,104.5,103.75,5,0.01,"29-Jul-2026",2,"",""
"15","622GS2035","GS",93.95,96.36,93.95,96.36,96.36,96.36,2,0,"29-Jul-2026",2,"",""
"16","636GS2031","GS",101.9,102.3,101.9,102.3,102.3,102.3,199875,203.87,"29-Jul-2026",3,"",""
"17","63MOONS","EQ",765.9,782,757.6,778.45,779.35,755.65,375416,2892.45,"29-Jul-2026",11965,"",""
"18","648GS2035","GS",98.9,101,98.9,98.9,98.9,98.5,469,0.47,"29-Jul-2026",5,"",""
"19","654GS2032","GS",99.5,99.5,99.5,99.5,99.5,99.8,202,0.2,"29-Jul-2026",2,"",""
"20","664GS2035","GS",95.02,97.46,95.02,97.46,97.46,97.46,100,0.1,"29-Jul-2026",2,"",""
"21","667GS2035","GS",99,99,99,99,99,98.5,3,0,"29-Jul-2026",1,"",""
"22","667GS2050","GS",94.15,94.15,93.5,93.5,93.5,92.75,13027,12.18,"29-Jul-2026",3,"",""
"23","668GS2040","GS",98,98,97.5,97.8,97.5,97.96,11160,10.91,"29-Jul-2026",16,"",""
"24","676GS2061","GS",93.5,93.5,92.76,93.2,93.2,93.15,5386,5.02,"29-Jul-2026",19,"",""
"25","679GS2031","GS",99.4,99.4,99.4,99.4,99.4,99.31,100,0.1,"29-Jul-2026",1,"",""
"26","679GS2034","GS",100.4,100.5,100.2,100.2,100.2,100.4,1321,1.33,"29-Jul-2026",4,"",""
"27","690GS2065","GS",94.28,94.28,93.68,94.13,94.2,93.81,33706,31.67,"29-Jul-2026",34,"",""
"28","692GS2039","GS",99.4,99.4,99.16,99.16,99.16,99.4,750,0.74,"29-Jul-2026",2,"",""
"29","695GS2061","GS",92.8,92.81,92.8,92.81,92.81,95.15,2,0,"29-Jul-2026",2,"",""
"30","699GS2051","GS",95.5,96.5,95.5,95.7,95.7,96.5,202,0.19,"29-Jul-2026",4,"",""
"31","702GS2027","GS",101.2,104.1,101.2,104.1,104.1,100.81,104,0.11,"29-Jul-2026",2,"",""
"32","704GS2029","GS",101.6,101.66,101.6,101.66,101.66,101.6,300,0.3,"29-Jul-2026",2,"",""
"33","706GS2028","GS",102.55,102.55,102.55,102.55,102.55,103.02,2000,2.05,"29-Jul-2026",1,"",""
"34","706GS2041","GS",100,101.75,100,100.69,101.25,100,6400,6.41,"29-Jul-2026",7,"",""
"35","709GS2054","GS",99.13,99.43,99.13,99.3,99.3,99.43,8047,8,"29-Jul-2026",16,"",""
"36","709GS2074","GS",95.7,95.7,95.36,95.5,95.5,95.47,53071,50.69,"29-Jul-2026",50,"",""
"37","710GS2029","GS",103.05,103.05,103.05,103.05,103.05,104.19,1,0,"29-Jul-2026",1,"",""
